"""nome_unidade""";Unidade Pai;"""tipo_logradouro""";"""logradouro""";"""numero""";"""complemento""";"""bairro""";"""cidade""";"""cep""";"""email""";"""titular""";"""telefone""";"""sei_geral""";;;
DELEGACIA DE POLICIA CIVIL - LAGOA SANTA;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - VESPASIANO""";Rua;SANTOS DUMONT;"""55""";"""""";VARZEA;LAGOA SANTA;"""33233-092""";depol.lagoasanta@gmail.com;FLAVIO RABELLO TEYMENY;(31) 3688-4500;PCMG/DPC LAGOA SANTA;;;
DELEGACIA DE POLICIA CIVIL - LAJINHA;"""06 DELEGACIA REGIONAL DE POLICIA CIVIL - MANHUACU""";Avenida;ANTONIO FLORENCIO ALVIM;"""493""";"""""";NOVO HORIZONTE;LAJINHA;"""36980-000""";depol.lajinha@policiacivil.mg.gov.br;DR. HENRIQUE MATEUS RABELLO;(33) 3344-1368;PCMG/DPCLAJINHA/CARTORIO;;;
DELEGACIA DE POLICIA CIVIL - LAMBARI;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - TRES CORACOES""";Rua;PRAÇA CONSELHEIRO JOÃO LISBOA;"""82""";"""""";CENTRO;LAMBARI;"""37480-000""";comarca.lambari@policiacivil.mg.gov.br;DR. OTAVIO MACHADO LACERDA;(35) 3271-1099;PCMG/DPC LAMBARI;;;
DELEGACIA DE POLICIA CIVIL - LAVRAS;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - LAVRAS""";Rua;RODOVIA-BR- 265;"""215""";"""""";SERRA VERDE;LAVRAS;"""37200-000""";regional.lavras@pcivil.mg.gov.br;DR.AILTON PEREIRA;(35) 3829-3567;PCMG/1DRPC/LAVRAS/COMARCA;;;
DELEGACIA DE POLICIA CIVIL - LEOPOLDINA;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - LEOPOLDINA""";Rua;JOSE DE SOUZA LIMA;"""115""";;BELA VISTA;LEOPOLDINA;"""36703-033""";regional.leopoldina@pc.mg.gov.br;DR DIEGO CANDIAN ALVES;(32) 3441-3242;PCMG/3DRPC/LEOPOLDINA/PROTOC;;;
DELEGACIA DE POLICIA CIVIL - LIMA DUARTE;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - JUIZ DE FORA""";Rua;JOSE VIRGILIO;"""660""";;CENTRO;LIMA DUARTE;"""36140-000""";"""13dpc.limaduarte@policiacivil.mg.gov.br""";JOSE MARCIO DE ALMEIDA LOPES;(32) 3281-1317;PCMG/DPC LIMA DUARTE;;;
DELEGACIA DE POLICIA CIVIL - LUZ;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - BOM DESPACHO""";Rua;ANTONIO GOMES DE MACEDO;"""540""";"CENTRO*LUZ*""35595-000""*comarca.luz@pc.mg.gov.br*VINÍCIUS MACHADO*(37) 3421-1153";;;;;;;;;;
DELEGACIA DE POLICIA CIVIL - MACHADO;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - ALFENAS""";Rua;PRACA ANTONIO CARLOS;"""127""";"""""";CENTRO;MACHADO;"""37750-000""";pablo.pereira@policiacivil.mg.gov.br;PABLO PEREIRA;(35) 3295-1302;PCMG/DPC MACHADO;;;
DELEGACIA DE POLICIA CIVIL - MALACACHETA;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - TEOFILO OTONI""";Rua;MARIA DO ROSARIO ABRANTES;"""37""";"""""";CENTRO;MALACACHETA;"""39960-000""";depolmalacacheta@outlook.com;EDUARDO VITAL MOREL LARA;(33) 3514-1366;PCMG/DPC MALACACHETA;;;
DELEGACIA DE POLICIA CIVIL - MANGA;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - JANUARIA""";Rua;MONTEIRO LOBATO;"""41""";"""""";JK;MANGA;"""39460-000""";comarca.manga@policiacivil.mg.gov.br;DR. GENILSON DE OLIVEIRA ALVARENGA (RESPONDENDO);(38) 3615-1317;PCMG/DPC MANGA/CARTÓRIO;;;
DELEGACIA DE POLICIA CIVIL - MANHUACU;"""06 DELEGACIA REGIONAL DE POLICIA CIVIL - MANHUACU""";Avenida;MELO VIANA;"""222""";"""""";BOM PASTOR;MANHUACU;"""36902-290""";regional.manhuacu@pcivil.mg.gov.br;DR. ALMIR FRAGA LUGON;(33) 3331-1020;PCMG/12DepPC/6DRPC/MANHUACU;;;
DELEGACIA DE POLICIA CIVIL - MANHUMIRIM;"""06 DELEGACIA REGIONAL DE POLICIA CIVIL - MANHUACU""";Rua;DOMINGOS DESTRO,;"""290""";"""""";ROQUE;MANHUMIRIM;"""36970-000""";comarca.manhumirim@pc.mg.gov.br;DRA RAISSA DE PAULA PORTES;(33) 3341-3638;PCMG/DPCMANHUMIRIM/CARTORIO;;;
DELEGACIA DE POLICIA CIVIL - MANTENA;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - GOVERNADOR VALADARES""";Rua;PRACA DOS ESPORTES;"""127""";"CENTRO*MANTENA*""35290-000""*""8dpc.mantena@policiacivil.mg.gov.br""*CLAUDIONOR BATISTA DOS SANTOS / IURI DA MOTA*(33) 3241-2117";;;;;;;;;;
DELEGACIA DE POLICIA CIVIL - MAR DE ESPANHA;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - JUIZ DE FORA""";Rua;ALFREDO LAGROTA;S/N;S/Nº;CENTRO;MAR DE ESPANHA;"""36640-000""";delegacia.mardeespanha@policiacivil.mg.gov.br;PATRICIA DA SILVA SANTIAGO;(32) 3276-1359;PCMG/DPC MAR DE ESPANHA;;;
DELEGACIA DE POLICIA CIVIL - MARIANA;"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - OURO PRETO""";Rua;GETULIO VARGAS;S/Nº;PREDIO;CENTRO;MARIANA;"""35420-015""";depol.mariana@pc.mg.gov.br;MARCELO BANGOIM FERNANDES;(31) 3557-2811;PCMG/DPC MARIANA;;;
DELEGACIA DE POLICIA CIVIL - MARIO CAMPOS;"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - IBIRITE""";Avenida;GOVERNADOR MAGALHAES PINTO;"""380""";"""""";CENTRO;MARIO CAMPOS;"""32470-000""";mariocampos@policiacivil.mg.gov.br;DR. EDMAR HENRIQUE CARDOSO (RESPONDENDO);(31) 3577-2236;PCMG/4DRPC/IBIRITÉ/4DPC;;;
DELEGACIA DE POLICIA CIVIL - MARTINHO CAMPOS;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - BOM DESPACHO""";Rua;PADRE MARINHO;"""820""";"""""";CENTRO;MARTINHO CAMPOS;"""35606-000""";depol.martinhocampos@pc.mg.gov.br;DR. RODRIGO EDUARDO DE NORONHA;(37) 3524-2670;PCMG/DPC M CAMPOS;;;
DELEGACIA DE POLICIA CIVIL - MATEUS LEME;"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - JUATUBA""";Rua;DR. THOMAZ DE ANDRADE;"""707""";"""""";CENTRO;MATEUS LEME;"""35670-000""";protocolo.mateusleme@policiacivil.mg.gov.br;DIEGO NOLASCO REGO;(31) 3257-7437;PCMG/DPC MATEUS LEME/PROTOCOLO;;;
DELEGACIA DE POLICIA CIVIL - MATIAS BARBOSA;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - JUIZ DE FORA""";Avenida;CARDOSO SARAIVA;"""111""";"""""";CENTRO;MATIAS BARBOSA;"""36120-000""";depolmatiasbarbosa@yahoo.com.br;HAMILTON JOAQUIM DA SILVA JUNIOR;(32) 3273-1121;PCMG/DPC MATIAS BARBOSA;;;
DELEGACIA DE POLICIA CIVIL - MATIPO;"""06 DELEGACIA REGIONAL DE POLICIA CIVIL - MANHUACU""";Rua;JOSE MONTEIRO DE OLIVEIRA;"""75""";"""""";CENTRO;MATIPO;"""35367-000""";depol.matipo@policiacivil.mg.gov.br;DR. FABIO FREITAS DE SOUZA;(31) 3873-1221;PCMG/DPCMATIPO/CARTORIO;;;
DELEGACIA DE POLICIA CIVIL - MATO VERDE;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - JANAUBA""";Rua;DOMINGUES DE BEM;"""416""";;CENTRO;MATO VERDE;"""39527-000""";matoverde@pcivil.mg.gov.br;LUCIANA COSTA MOURA (RESPONDENDO);(38) 3813-1431;PCMG/DPC MATO VERDE/CARTÓRIO;;;
DELEGACIA DE POLICIA CIVIL - MATOZINHOS;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - PEDRO LEOPOLDO""";Avenida;ANDRE FAVALELLI;"""98""";"""""";ESTACAO;MATOZINHOS;"""35720-000""";inteligencia.matozinhos@policiacivil.mg.gov.br;CLAUDIO DE FREITAS NETO;(31) 3257-6553;PCMG/DPC MATOZINHOS;;;
DELEGACIA DE POLICIA CIVIL - MEDINA;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - PEDRA AZUL""";Rua;FRANCISCO FIGUEIREDO;"""240""";AO LADO DO FORUM;CENTRO;MEDINA;"""39620-000""";cartorio.medina@policiacivil.mg.gov.br;DANILO FERNANDES SOUZA;(33) 3753-1110;PCMG/DPC MEDINA;;;
DELEGACIA DE POLICIA CIVIL - MERCES;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - UBA""";Avenida;PRESIDENTE TANCREDO NEVES;"""280""";"""""";SAO LUIZ;MERCÊS;"""36190-000""";merces@pcivil.mg.gov.br;DR. ARTHUR DE OLIVEIRA SIMOES;(32) 3337-1118;PCMG/DPC MERCES;;;
DELEGACIA DE POLICIA CIVIL - MESQUITA;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - IPATINGA""";Rua;MONSENHOR ALIPIO;"""525""";"""""";CENTRO;MESQUITA;"""35116-000""";mesquita.depol@gmail.com;DR. ALEXANDRO SILVEIRA CAETANO;(33) 3251-1574;PCMG/DPC MESQUITA;;;
DELEGACIA DE POLICIA CIVIL - MINAS NOVAS;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - CAPELINHA""";Rua;CLEOMAR MACHADO;S/N;"""""";VILA CEMIG;MINAS NOVAS;"""39650-000""";depolminasnovas@gmail.com;MATHEUS NONATO RAMOS TORRES;(33) 3764-1170;PCMG/DPC MINAS NOVAS;;;
DELEGACIA DE POLICIA CIVIL - MIRABELA;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - MONTES CLAROS""";Avenida;WALDEMAR RABELO DA SILVA;"""05""";"""""";CENTRO;MONTES CLAROS;"""39373-000""";depol.mirabela@policiacivil.mg.gov.br;GIOVANI SIERVI ANDRADE;(38) 3239-1156;PCMG/DPC MIRABELA/CART;;;
DELEGACIA DE POLICIA CIVIL - MIRADOURO;"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - MURIAE""";Rua;CEL. JOÃO FREITAS;sem número;;CENTRO;MIRADOURO;"""36890-000""";depol.miradouro@policiacivil.mg.gov.br;GLAYDSON DE SOUZA FERREIRA;(32) 3753-1237;PCMG/DPC MIRADOURO;;;
DELEGACIA DE POLICIA CIVIL - MIRAI;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - LEOPOLDINA""";Rua;AFONSO ALVES PEREIRA;"""716""";"""""";CENTRO;MIRAÍ;"""36790-000""";depol.mirai@gmail.com;DR. VITOR CESAR LEITE MACHADO;(32) 3426-1052;PCMG/DPC MIRAÍ;;;
DELEGACIA DE POLICIA CIVIL - MONTALVANIA;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - JANUARIA""";Rua;KEPLER;"""137""";"""""";NOVO HORIZONTE;MONTALVANIA;"""39.495-000""";depol.montalvania@policiacivil.mg.gov;DR GENILSON DE OLIVEIRA ALVARENGA;(38) 3614-1339;PCMG/DPC MONTALVÂNIA;;;
DELEGACIA DE POLICIA CIVIL - MONTE ALEGRE DE MINAS;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - ITUIUTABA""";Rua;ANTENOR AIROSA MACHADO;"""415""";;PETRÓPOLIS;MONTE ALEGRE DE MINAS;"""38.420-000""";depol.malegreminas@gmail.com;CLEITON COSTA VIANA;(34) 3283-0513;PCMG/DPC MONTE A MINAS;;;
DELEGACIA DE POLICIA CIVIL - MONTE AZUL;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - JANAUBA""";"""""";PRACA CORONEL JONATHAS;"""26""";"""""";CENTRO;MONTE AZUL;"""39500-000""";cartorio.monteazul@policiacivil.mg.gov.br;DRA. LUCIANA COSTA MOURA;(38) 3811-2121;PCMG/DPC MONTE AZUL/CARTÓRIO;;;
DELEGACIA DE POLICIA CIVIL - MONTE BELO;"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - GUAXUPE""";Rua;SETE DE MAIO;"""129""";;CENTRO;MONTE BELO;"""37115-000""";depolmontebelo@pc.mg.gov.br;SILVIO SERGIO DOMINGUES;(35) 3573-1399;PCMG/DPC MONTE BELO;;;
DELEGACIA DE POLICIA CIVIL - MONTE CARMELO;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - PATROCINIO""";Avenida;TRÊS;"""1000""";;SÃO SEBASTIÃO;MONTE CARMELO;"""38500-000""";depolmontecarmelo@gmail.com;LEANDRO FERNANDES ARAUJO;(34) 3842-2666;PCMG/DPC MONTE CARMELO;;;
DELEGACIA DE POLICIA CIVIL - MONTE SANTO DE MINAS;"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - SAO SEBASTIAO DO PARAISO""";Rua;PRACA CASTELO BRANCO;"""561""";;CENTRO;MONTE SANTO DE MINAS;"""37.968-000""";montesantodeminas@policiacivil.mg.gov.br;VINICIUS ZAMO;(35) 3591-1200;PCMG/DPC M SANTO DE MINAS;;;
DELEGACIA DE POLICIA CIVIL - MONTE SIAO;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - POUSO ALEGRE""";Rua;CARLOS PENNACHI;"""16""";;CENTRO;MONTE SIAO;"""37580-000""";depolmontesiao@hotmail.com;LUCAS DAMAS GARLIPP PROVENZANO;(35) 3465-1191;PCMG/DPC MONTE SIÃO;;;
DELEGACIA DE POLICIA CIVIL - MORADA NOVA DE MINAS;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - BOM DESPACHO""";Avenida;CEL SEBASTIAO PEREIRA DE MAGALHAES E CASTRO;"""170""";;CENTRO;MORADA NOVA DE MINAS;"""35628-000""";depol.moradanovademinas@policiacivil.mg.gov.br;DR. EDILSON CARLOS LIMA CORREA JUNIOR;(37) 3755-2411;PCMG/DPC MORADA NOVA DE MINAS;;;
DELEGACIA DE POLICIA CIVIL - MUTUM;"""06 DELEGACIA REGIONAL DE POLICIA CIVIL - MANHUACU""";Rua;OTAVIO AMARAL;"""189""";"""""";CENTRO;MUTUM;"""36955-000""";depol.mutum@policiacivil.mg.gov.br;DRA. DARIA CRISTINA LOPES VARGAS;(33) 3312-1566;PCMG/DPCMUTUM/CARTORIO;;;
DELEGACIA DE POLICIA CIVIL - MUZAMBINHO;"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - GUAXUPE""";Rua;FRANCISCO MARQUES DE ALMEIDA;"""401""";"""""";ALTO DO ANJO;MUZAMBINHO;"""37890-000""";toxicos.muzambinho@policiacivil.mg.gov.br;ADNAN CASSIANO GRAVA;(35) 3571-1597;PCMG/DPC MUZAMBINHO;;;
DELEGACIA DE POLICIA CIVIL - NANUQUE;"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - NANUQUE""";Rua;PRACA TEOFILO OTONI;"""20""";PREDIO;CENTRO;NANUQUE;"""39860-000""";regional.nanuque@policiacivil.mg.gov.br;DR. JOAO AUGUSTO FERRAZ DE ARAUJO (RESPONDENDO);(31) 9806-5470;PCMG/15DepPC/4DRPC/NANUQUE;;;
DELEGACIA DE POLICIA CIVIL - NATERCIA;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - POUSO ALEGRE""";Rua;PREFEITO JOSE NACACIO;"""190""";"""""";CENTRO;NATÉRCIA;"""37524-000""";natercia@pcivil.mg.gov.br;DR MARCELLO DE ANDRADE PALADINO;(35) 3456-1735;PCMG/DPC NATÉRCIA;;;
DELEGACIA DE POLICIA CIVIL - NAZARENO;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - SAO JOAO DEL REI""";Rua;PADRE JOSE ROCHA;S/N;"""""";CENTRO;NAZARENO;"""36370-000""";nazareno@saojoaodelrey.pcivil.mg.gov.br;DR. RAFAEL PEREIRA SILVA GALLO;(35) 936180551;PCMG/DPC NAZARENO;;;
DELEGACIA DE POLICIA CIVIL - NEPOMUCENO;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - LAVRAS""";Rua;RUA PIMENTA DA VEIGA;"""107""";"""""";CENTRO;NEPOMUCENO;"""37250-000""";nepomuceno.delegacia@policiacivil.mg.gov.br;BRUNO RIBEIRO BASTOS;(35) 3861-1320;PCMG/DPC NEPOMUCENO;;;
DELEGACIA DE POLICIA CIVIL - NOVA ERA;"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - JOAO MONLEVADE""";Rua;ADELINO FELIPE;"""248""";"""""";SERRA;NOVA ERA;"""35920-000""";depol.novaera@policiacivil.mg.gov.br;DR. BRENO BARBOSA ITAMAR DE OLIVEIRA;(31) 3861-2886;PCMG/DPC NOVA ERA;;;
DELEGACIA DE POLICIA CIVIL - NOVA PONTE;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - ARAXA""";Rua;ORCALINO COSTA;"""352""";DELEGACIA DE POLICIA CIVIL;INDUSTRIAL;NOVA PONTE;"""38160-000""";delegacia.novaponte@policiacivil.mg.gov.br;DR. WESLEY LUCENA DUTRA;(34) 3356-1731;PCMG/DPC NOVA PONTE;;;
DELEGACIA DE POLICIA CIVIL - NOVA RESENDE;"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - GUAXUPE""";Avenida;BARTOLO BUGATI;"""269""";;NOSSA SENHORA DE FATIMA;NOVA RESENDE;"""37860-000""";depol.novaresende@pc.mg.gov.br;MANOEL FRANCISCO MARTINS DE OLIVEIRA NORA;(35) 3562-1000;PCMG/DPC NOVA RESENDE;;;
DELEGACIA DE POLICIA CIVIL - NOVA SERRANA;"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - NOVA SERRANA""";Rua;MESSIAS AUGUSTO DA SILVA;"""363""";"""""";LARANJEIRAS;NOVA SERRANA;"""35520-204""";regional.novaserrana@policiacivil.mg.gov.br;DRA ANGELITA VIVIANE SOARES;(37) 3226-2068;PCMG/5DRPC/N SERRANA/PROTOC;;;
DELEGACIA DE POLICIA CIVIL - NOVO CRUZEIRO;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - TEOFILO OTONI""";Rua;TANCREDO NEVES;"""190""";"""""";SAO BENTO;NOVO CRUZEIRO;"""39820-000""";"""7dpc.novocruzeiro@policiacivil.mg.gov.br""";RICHARD GUTEMBERG SILVA  ;(33) 3533-1412;PCMG/DPC NOVO CRUZEIRO;;;
DELEGACIA DE POLICIA CIVIL - OLIVEIRA;"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - CAMPO BELO""";Rua;BRASILIA;"""91""";"""""";SAO SEBASTIAO;OLIVEIRA;"""35540-000""";delegacia.oliveira@policiacivil.mg.gov.br;FLAVIO DA SILVA BRAGA;(37) 3331-1212;PCMG/DPC OLIVEIRA;;;
DELEGACIA DE POLICIA CIVIL - OURO BRANCO;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - CONSELHEIRO LAFAIETE""";Avenida;RAIMUNDO CAMPOS;"""570""";"""""";CENTRO;OURO BRANCO;"""36400-020""";gabinete.ourobranco@pc.mg.gov.br;DR. MARCELO FONSECA PRADO;(31) 3741-1242;Delegacia de Polícia Civil/OURO BRANCO - Gabinete/2DRPC/;;;
DELEGACIA DE POLICIA CIVIL - OURO FINO;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - POUSO ALEGRE""";Rua;PROF. JOSE GILBERTO MARTINS;"""90""";"""""";RECANTO DOS LAGOS;OURO FINO;"""37570-000""";waldir.ourofino@hotmail.com;DR. WALDIR JORGE PELARICO JR;(35) 3441-1014;PCMG/DPC OURO FINO;;;
DELEGACIA DE POLICIA CIVIL - OURO PRETO;"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - OURO PRETO""";Avenida;JUSCELINO KUBITISCHEK;"""63""";"""""";BAUXITA;OURO PRETO;"""35402-179""";regional.ouropreto@pcivil.mg.gov.br;TITULAR CONFORME DELEGACIA ABAIXO;(31) 3552-7800;SEI CONFORME ABAIXO;;;
DELEGACIA DE POLICIA CIVIL - PADRE PARAISO;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - PEDRA AZUL""";Rua;CECI VIEIRA LOPES;"""35""";"""""";CEL. OLINTO VIEIRA;PADRE PARAISO;"""39818-000""";padreparaiso@pcivil.mg.gov.br;PAULO SERGIO RIBEIRO SOBRINHO (RESPONDENDO);(33) 3534-1211;PCMG/DPC PADRE PARAÍSO;;;
DELEGACIA DE POLICIA CIVIL - PALMA;"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - MURIAE""";Rua;PAULA FREITAS;"""0""";;CENTRO;PALMA;"""36750-000""";depolpalma@yahoo.com.br;RODRIGO NOGUEIRA TAVARES;(32) 3446-1188;PCMG/DPC PALMA;;;
DELEGACIA DE POLICIA CIVIL - PAPAGAIOS;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - PARA DE MINAS""";Avenida;ANTONIO AMORIM;"""540""";;CENTRO;PAPAGAIOS;"""35669-000""";cartorio.papagaio@policiacivil.mg.gov.br;DR. THIAGO LUZ GOULART DA COSTA SARAIVA;(37) 3274-1169;PCMG/DPC PAPAGAIOS;;;
DELEGACIA DE POLICIA CIVIL - PARA DE MINAS;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - PARA DE MINAS""";"""""";PRAÇA AFONSO PENA;"""55""";"""""";CENTRO;PARA DE MINAS;"""35660-013""";drpc.parademinas@gmail.com;DR. EDERSON GONCALVES SILVA;(37) 3231-6666;PCMG/7DepPC/3DRPC/PARÁ MINAS;;;
DELEGACIA DE POLICIA CIVIL - PARACATU;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - PARACATU""";Rua;ANTONIO VIEIRA CORDEIRO;"""366""";"""""";BELA VISTA;PARACATU;"""38600-000""";regional.paracatu@pcivil.mg.gov.br;CARLO GIOVANNI BEDONI;(38) 3311-4375;PCMG/16DepPC/2DRPC/PARACATU;;;
DELEGACIA DE POLICIA CIVIL - PARAGUACU;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - ALFENAS""";Avenida;DOM BOSCO;"""248""";"""""";CENTRO;PARAGUACU;"""37120-000""";delegaciaparaguacu@gmail.com;BRUNO ESTEVES DA COSTA;(35) 3267-1596;PCMF/DPC PARAGUAÇU;;;
DELEGACIA DE POLICIA CIVIL - PARAISOPOLIS;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - ITAJUBA""";Rua;TRAVESSA ALVES DE LIMA;"""102""";;CENTRO;PARAISÓPOLIS;"""37660-000""";"""18dpc.paraisopolis@policiacivil.mg.gov.br""";DR ALVARO ROBERTO BERNARDES JUNIOR E DR. EDUARDO DE CAMARGO LOBERTO;(35) 3651-1474;PCMG/DPC PARAISÓPOLIS e PCMG/DPC PARAISÓPOLIS/CARTÓRIO;;;
DELEGACIA DE POLICIA CIVIL - PARAOPEBA;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - SETE LAGOAS""";Avenida;RIO DE JANEIRO;"""301""";"""""";CENTRO;PARAOPEBA;"""35774-000""";depol.paraopeba@pc.mg.gov.br;ARLEM PETERSON SILVA RIBEIRO;(31) 3714-1471;PCMG/DPC PARAOPEBA;;;
DELEGACIA DE POLICIA CIVIL - PASSA QUATRO;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - SAO LOURENCO""";Rua;CABO DEODATO;"""57""";"""""";CENTRO;PASSA QUATRO;"""37460-000""";comarca.passaquatro@pc.mg.gov.br;DR. BRUNO DE SOUZA CUNHA;(35) 3371-2166;PCMG/DPC PASSA QUATRO;;;
DELEGACIA DE POLICIA CIVIL - PASSA TEMPO;"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - CAMPO BELO""";Avenida;GABRIEL DE ANDRADE;"""370""";"""""";CENTRO;PASSA TEMPO;"""35537-000""";passatempo@pcivil.mg.gov.br;DRA. VANESSA APARECIDA TOLEDO;(37) 3335-1446;PCMG/DPC PASSA TEMPO;;;
DELEGACIA DE POLICIA CIVIL - PECANHA;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - GUANHAES""";Rua;VER. FRANCISCO VERIATO ROCHA;"""396""";A;CENTRO;PEÇANHA;"""39700-000""";depol.pecanha@pc.mg.gov.br;DR. MARCELEANDRO CLEMENTINO DA SILVA;(33) 3411-1400;PCMG/DPC PEÇANHA;;;
DELEGACIA DE POLICIA CIVIL - PEDRA AZUL;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - PEDRA AZUL""";Rua;PRAÇA PACÍFICO FARIA;"""404""";"""""";CENTRO;PEDRA AZUL;"""39970-000""";plantao.pedraazul@policiacivil.mg.gov.br;ANA BEATRIZ NEVES CHIAROTTO;(33) 3751-1600;PCMG/2DRPC/PEDRA AZUL/COMARCA;;;
DELEGACIA DE POLICIA CIVIL - PEDRALVA;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - ITAJUBA""";Rua;PRESIDENTE VARGAS;"""140""";;CENTRO;PEDRALVA;"""37520-000""";depol.pedralva@policiacivil.mg.gov.br;DR MARCEL ANGELO PORTO DE OLIVEIRA;(35) 3663-1180;PCMG/DPC PEDRALVA e PCMG/DPC PEDRALVA/CARTÓRIO;;;
DELEGACIA DE POLICIA CIVIL - PEDRO LEOPOLDO;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - PEDRO LEOPOLDO""";Rua;CORONEL CANDIDO VIANA;"""273""";"""""";CENTRO;PEDRO LEOPOLDO;"""33250-066""";policiacivil.pedroleopoldo@gmail.com;DR. MATHEUS FERNANDES PEREIRA;(31) 3257-6900;PCMG/DPC PEDRO LEOPOLDO;;;
DELEGACIA DE POLICIA CIVIL - PERDIZES;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - ARAXA""";Rua;JOÃO AFONSO SOBRINHO;"""459""";;CRUZEIRO;PERDIZES;"""38170-000""";cartorioperdizespcmg@hotmail.com;FERNANDA PIRES PASSARINI;(34) 3663-1375;PCMG/DPC PERDIZES;;;
DELEGACIA DE POLICIA CIVIL - PERDOES;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - LAVRAS""";Rua;XAVANTE;"""40""";"""""";SAO FRANCISCO;PERDOES;"""37260-000""";pcmg.perdoes@gmail.com;DR. ULISSES DE OLIVEIRA GONCALVES;(35) 3864-7443;PCMG/DPC PERDÕES;;;
DELEGACIA DE POLICIA CIVIL - PIRANGA;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - CONSELHEIRO LAFAIETE""";Rua;DO MERCADO;"""100""";"""""";CENTRO;PIRANGA;"""36480-000""";piranga@pcivil.mg.gov.br;DRA. FABIOLA BASTOS DE MATTOS;(31) 3746-1384;PCMG/DPC PIRANGA-GABINETE;;;
DELEGACIA DE POLICIA CIVIL - PIRAPETINGA;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - LEOPOLDINA""";Rua;JOSE FERREIRA DE SOUZA;"""32""";;CENTRO;PIRAPETINGA;"""36730-000""";inspetoria.pirapetinga.depol@gmail.com;DR FABIO EIRAS CONSENDEY;(32) 3465-1330;PCMG/DPC PIRAPETINGA;;;
